system,dataset,train,char_tp,char_fp,char_fn,positive_rows,residual_rows,raw_residual_rows,raw_original_residual_rows,negative_rows,negative_rows_touched,negative_characters,negative_characters_masked,gold,original_gold,hit,hidden,raw_hidden,original_hidden,char_precision,char_recall,char_f1
model:betterleaks,scanpatch,False,0,0,91555,1329,1329,1329,1329,171,0,26160,0,8708,8816,0,0,0,0,0,0.0,0
model:gitleaks,scanpatch,False,0,0,91555,1329,1329,1329,1329,171,0,26160,0,8708,8816,0,0,0,0,0,0.0,0
composition:pplx,scanpatch,False,77858,11169,13697,1329,568,602,600,171,28,26160,337,8708,8816,7624,7449,7385,7483,0.8745436777606793,0.850395936868549,0.8623007830237785
composition:fastino,scanpatch,False,65674,10866,25881,1329,912,914,913,171,73,26160,936,8708,8816,7070,6464,6445,6531,0.8580350143715704,0.7173174594506034,0.7813914750587465
composition:pplx+fastino,scanpatch,False,86249,15702,5306,1329,331,346,345,171,77,26160,1064,8708,8816,8354,8146,8128,8228,0.8459848358525174,0.942045764840806,0.8914348909077754
composition:pplx+fastino+mmbert,scanpatch,False,87819,16371,3736,1329,292,328,327,171,82,26160,1110,8708,8816,8583,8279,8210,8312,0.8428735963144256,0.9591939271476162,0.8972796240006131
composition:pplx+fastino+bardsai,scanpatch,False,87466,17787,4089,1329,273,289,288,171,79,26160,1095,8708,8816,8447,8254,8233,8336,0.8310071921940467,0.9553383212276774,0.8888459818706557
composition:pplx+fastino+bardsai+mmbert,scanpatch,False,88677,18310,2878,1329,241,273,272,171,82,26160,1120,8708,8816,8626,8367,8307,8412,0.8288577116845972,0.968565343236306,0.8932820259693164
"composition:vote2(pplx,opf2,nvidia)",scanpatch,False,66303,8132,25252,1329,952,977,973,171,31,26160,345,8708,8816,6992,6247,6112,6202,0.8907503190703299,0.7241876467697013,0.7988794505693114
model:pplx+cpu-int8,secrets-issues,False,36148,273381,1148,250,51,54,54,250,233,582397,109560,288,288,288,234,230,231,0.11678388777788187,0.9692192192192193,0.2084509478843797
model:pii-shield-onnx,secrets-issues,False,36550,517529,746,250,44,48,47,250,245,582397,222713,288,288,287,241,237,238,0.06596532263449797,0.979997854997855,0.12361023039526528
model:nym-base+ov100,secrets-issues,False,35102,128183,2194,250,78,154,155,250,206,582397,38709,288,288,286,203,105,105,0.21497381878310928,0.9411733161733161,0.3500032405860974
model:nym-base+sent300,secrets-issues,False,35161,142663,2135,250,75,156,159,250,216,582397,46867,288,288,285,206,103,100,0.19772921540399496,0.9427552552552553,0.32689661584232055
model:nym-base,secrets-issues,False,34974,127485,2322,250,81,156,156,250,208,582397,39137,288,288,284,200,103,104,0.21527893191512937,0.9377413127413128,0.35016895697229106
model:opf-ru,secrets-issues,False,35174,116470,2122,250,70,90,90,250,223,582397,34083,288,288,283,210,186,187,0.23195114874310885,0.9431038181038182,0.37232984016089765
model:nym-base+cpu-int8,secrets-issues,False,34974,131939,2322,250,79,163,165,250,209,582397,41883,288,288,283,200,97,95,0.20953430829234393,0.9377413127413128,0.3425314261369479
model:apararti,secrets-issues,False,35201,131883,2095,250,67,87,86,250,185,582397,38838,288,288,282,215,191,192,0.21067846113332217,0.9438277563277563,0.3444661904295919
model:nym-small,secrets-issues,False,34974,138791,2322,250,86,168,170,250,211,582397,44036,288,288,282,193,88,87,0.20127183264754123,0.9377413127413128,0.3314112981555095
model:traciora,secrets-issues,False,35044,95964,2252,250,74,108,107,250,148,582397,21743,288,288,279,207,166,168,0.2674951148021495,0.9396181896181897,0.416436923661945
model:opf-kz-ru,secrets-issues,False,34913,141377,2383,250,62,85,85,250,185,582397,42126,288,288,279,220,194,194,0.1980429973339384,0.9361057486057486,0.32692217654715194
model:pplx+sent300,secrets-issues,False,35092,170354,2204,250,71,79,77,250,203,582397,62225,288,288,279,212,203,206,0.17080887435141107,0.9409051909051909,0.28913002282258526
model:opf-ru-v2+sent300,secrets-issues,False,34748,96970,2548,250,74,90,88,250,149,582397,21992,288,288,278,207,185,187,0.263806009808834,0.9316816816816816,0.4111848722591028
model:pplx+ov100,secrets-issues,False,35311,160349,1985,250,66,72,70,250,195,582397,56902,288,288,277,218,211,214,0.18047122559542061,0.9467771342771343,0.3031559607822936
model:pplx,secrets-issues,False,32731,156912,4565,250,67,70,72,250,191,582397,57544,288,288,276,216,211,210,0.17259271367780513,0.8776008151008151,0.28845636933272817
model:bardsai-eu,secrets-issues,False,35027,121782,2269,250,72,103,101,250,198,582397,34779,288,288,275,209,174,178,0.2233736583997092,0.9391623766623767,0.36090775611138304
model:opf-ru-v2,secrets-issues,False,34401,93009,2895,250,74,92,91,250,138,582397,20573,288,288,274,205,184,185,0.27000235460324934,0.9223777348777349,0.41772613019562127
model:opf-ru-v2+ov100,secrets-issues,False,34632,97431,2664,250,75,87,88,250,134,582397,20789,288,288,273,205,190,189,0.26223847709047954,0.9285714285714286,0.40897737941296297
model:mmbert32k+cpu-int8,secrets-issues,False,34058,155523,3238,250,113,250,250,250,245,582397,55672,288,288,272,161,0,0,0.17964880446880224,0.9131810381810381,0.3002331659886194
model:openmed-nemotron,secrets-issues,False,34879,187042,2417,250,83,197,191,250,237,582397,68471,288,288,271,197,61,70,0.15716854195862492,0.9351941226941227,0.2691104364297095
model:openmed-multilingual,secrets-issues,False,34286,169689,3010,250,89,216,211,250,234,582397,60068,288,288,268,190,42,48,0.16808922662090942,0.9192942942942943,0.28421152977357406
model:openai-base,secrets-issues,False,34113,98196,3183,250,73,94,93,250,129,582397,23834,288,288,267,205,181,182,0.25782826565086275,0.9146557271557272,0.40226408419563103
model:kalyan-ettin,secrets-issues,False,33213,122688,4083,250,101,215,213,250,220,582397,38351,288,288,254,174,41,44,0.21303904400869783,0.890524453024453,0.3438252146772465
model:gliner-pii-edge,secrets-issues,False,32716,116127,4580,250,88,92,94,250,248,582397,46265,288,288,251,187,182,181,0.21980207332558468,0.8771986271986272,0.35152224950171646
model:ru-legal-ner+ov100,secrets-issues,False,14598,169992,22698,250,113,233,233,250,235,582397,59579,288,288,250,163,19,19,0.07908337396392004,0.39140926640926643,0.1315810821773343
model:ru-legal-ner,secrets-issues,False,13259,155400,24037,250,119,245,245,250,231,582397,54009,288,288,243,154,6,6,0.07861424531154579,0.355507293007293,0.12875628171202447
model:ru-legal-ner+cpu-int8,secrets-issues,False,13281,157650,24015,250,119,244,244,250,228,582397,54965,288,288,242,154,8,8,0.07769801849869246,0.3560971685971686,0.12756270800616634
model:mmbert32k+nochunk,secrets-issues,False,29595,108791,7701,250,134,250,250,250,239,582397,42190,288,288,241,134,0,0,0.2138583382712124,0.793516731016731,0.3369155633474118
model:ru-legal-ner+sent300,secrets-issues,False,13483,165280,23813,250,118,238,238,250,240,582397,60833,288,288,238,156,13,13,0.07542388525589748,0.36151329901329904,0.12480850138156709
model:credsweeper-noml,secrets-issues,False,26940,48805,10356,250,95,95,98,250,102,582397,10572,288,288,236,173,173,170,0.355667040728761,0.7223294723294723,0.4766412186728709
model:mmbert32k,secrets-issues,False,30404,136510,6892,250,142,249,250,250,240,582397,56920,288,288,235,128,1,0,0.18215368393304338,0.8152080652080652,0.2977719014739729
model:credsweeper,secrets-issues,False,25840,42308,11456,250,106,106,109,250,59,582397,7870,288,288,212,161,161,158,0.3791747373363855,0.6928356928356928,0.49011797731497286
model:nuner-zero,secrets-issues,False,13772,38479,23524,250,123,126,129,250,171,582397,14718,288,288,203,142,138,135,0.2635739028918107,0.36926211926211927,0.30759266083732567
model:rules-ru,secrets-issues,False,24195,134819,13101,250,122,122,124,250,228,582397,59328,288,288,195,141,141,139,0.15215641390066284,0.6487290862290862,0.246497885996638
model:gliner2-fastino,secrets-issues,False,25786,83545,11510,250,152,154,155,250,219,582397,33191,288,288,188,123,120,119,0.2358525944151247,0.6913878163878164,0.3517223976484549
model:gliner-nvidia+ov100,secrets-issues,False,29048,59072,8248,250,141,148,148,250,203,582397,19686,288,288,187,132,124,125,0.32964139809350884,0.7788502788502788,0.46322638259871146
model:gliner-urchade,secrets-issues,False,12261,35656,25035,250,138,138,139,250,193,582397,15823,288,288,178,126,125,124,0.25587995909593675,0.3287483912483912,0.2877729923837912
model:gliner-nvidia+sent300,secrets-issues,False,28044,74622,9252,250,153,156,157,250,215,582397,25915,288,288,174,122,119,118,0.2731576179066098,0.7519305019305019,0.4007373429930981
model:gliner-stream-pii,secrets-issues,False,25043,37651,12253,250,145,148,149,250,224,582397,16134,288,288,167,118,114,114,0.39944811305707084,0.6714661089661089,0.5009100910091009
model:gliner-nvidia,secrets-issues,False,27392,57445,9904,250,155,157,160,250,187,582397,18606,288,288,167,117,115,112,0.32287798955644353,0.7344487344487345,0.44856017620135424
model:betterleaks,secrets-issues,False,27071,35655,10225,250,134,134,137,250,32,582397,5812,288,288,165,129,129,126,0.43157542326945764,0.7258419133419134,0.5413009137989643
model:gitleaks,secrets-issues,False,27102,36265,10194,250,133,133,136,250,16,582397,4720,288,288,158,131,131,128,0.4276989600265122,0.7266731016731016,0.5384699442694932
model:gliner25-fastino+ov100,secrets-issues,False,8019,80412,29277,250,159,160,161,250,228,582397,32491,288,288,156,105,103,102,0.09068086983071548,0.2150096525096525,0.1275620988331862
model:fef2-secret-ru,secrets-issues,False,21908,21322,15388,250,168,175,175,250,72,582397,2582,288,288,148,95,86,86,0.5067777006708304,0.5874088374088374,0.5441223952512232
model:fef2-secret-ru+cpu-int8,secrets-issues,False,21491,17571,15805,250,174,190,189,250,52,582397,1440,288,288,143,89,70,71,0.5501766422610209,0.5762280137280137,0.562901071269546
model:gliner25-fastino+sent300,secrets-issues,False,14398,101135,22898,250,189,190,190,250,244,582397,42553,288,288,133,79,77,77,0.12462240225736369,0.38604676104676106,0.1884197370917823
model:deepsecrets,secrets-issues,False,7704,22594,29592,250,152,152,153,250,18,582397,3955,288,288,128,100,100,99,0.2542742095187801,0.20656370656370657,0.22794922626268602
model:gliner25-fastino,secrets-issues,False,8649,77975,28647,250,193,193,193,250,218,582397,31445,288,288,118,70,69,69,0.09984530845954932,0.2319015444015444,0.13959005810200129
model:stanza-ru,secrets-issues,False,23561,202461,13735,250,207,222,220,250,248,582397,101263,288,288,109,57,36,40,0.10424206493173231,0.6317299442299442,0.1789547239459513
model:gliner2-hivetrace-omni,secrets-issues,False,9567,20626,27729,250,199,200,202,250,137,582397,7409,288,288,101,60,58,56,0.3168615241943497,0.256515444015444,0.28351286876379855
model:ner-ru-yqelz,secrets-issues,False,7618,96917,29678,250,184,250,250,250,248,582397,50664,288,288,99,73,0,0,0.07287511359831636,0.20425782925782926,0.10742362389040477
model:gliner25-fastino+nochunk,secrets-issues,False,4476,45406,32820,250,207,207,207,250,203,582397,16264,288,288,99,55,55,55,0.08973176697004932,0.12001287001287002,0.10268645759251188
model:gliner2-large,secrets-issues,False,3061,27394,34235,250,220,221,221,250,176,582397,13433,288,288,93,39,38,38,0.10050894762764735,0.08207314457314457,0.09036028988502015
model:noseyparker,secrets-issues,False,18192,30833,19104,250,189,192,189,250,17,582397,4814,288,288,87,67,62,67,0.3710759816420194,0.4877734877734878,0.4214965072230396
model:titus,secrets-issues,False,18371,31718,18925,250,185,187,185,250,22,582397,5193,288,288,86,70,67,70,0.3667671544650522,0.49257293007293007,0.420461177547634
model:gliner-multi-v21,secrets-issues,False,3167,26391,34129,250,223,224,224,250,175,582397,12079,288,288,85,34,33,33,0.10714527369916774,0.08491527241527241,0.09474377000628235
model:detect-secrets,secrets-issues,False,17598,39878,19698,250,192,192,192,250,42,582397,10625,288,288,75,70,70,70,0.30617997077040854,0.47184684684684686,0.3713755117545267
model:gravitee-small,secrets-issues,False,3668,53721,33628,250,218,229,229,250,199,582397,21182,288,288,74,35,24,24,0.06391468748366412,0.09834834834834835,0.07747795321328617
model:gravitee-small+cpu-int8,secrets-issues,False,3524,48761,33772,250,219,233,233,250,193,582397,18792,288,288,71,33,19,19,0.06739982786650091,0.09448734448734449,0.07867739810897399
model:kingfisher,secrets-issues,False,18761,29098,18535,250,215,216,216,250,10,582397,4920,288,288,46,40,38,38,0.3920056833615412,0.5030298155298155,0.44063178909048206
model:gliner-pii-edge+cpu-int8,secrets-issues,False,7101,9805,30195,250,224,225,224,250,77,582397,3202,288,288,45,32,30,32,0.4200283922867621,0.1903957528957529,0.2620198516659902
model:trufflehog,secrets-issues,False,4473,12868,32823,250,216,216,217,250,8,582397,2189,288,288,44,36,36,35,0.25794360186840437,0.11993243243243243,0.16373519775975987
model:gliner-pii-base,secrets-issues,False,4203,8401,33093,250,228,228,228,250,127,582397,4214,288,288,42,27,26,26,0.33346556648682957,0.11269305019305019,0.1684569138276553
model:gliner2-hivetrace-uni,secrets-issues,False,1659,5782,35637,250,229,229,229,250,97,582397,2640,288,288,40,23,23,23,0.22295390404515522,0.04448198198198198,0.07416679705836332
model:ru-pii-ner,secrets-issues,False,8010,21021,29286,250,231,240,241,250,119,582397,7336,288,288,35,21,11,10,0.275911956184768,0.21476833976833976,0.24153059839884208
model:gliner2-vladlinv,secrets-issues,False,3498,3581,33798,250,234,234,235,250,11,582397,217,288,288,28,19,18,17,0.4941375900550925,0.09379021879021879,0.15765633802816903
model:spacy-ru-lg,secrets-issues,False,17349,24392,19947,250,242,245,245,250,143,582397,14601,288,288,14,10,6,6,0.41563450803766083,0.4651705276705277,0.43900957779267946
model:davlan-mbert+cpu-int8,secrets-issues,False,53,5533,37243,250,250,250,250,250,107,582397,3081,288,288,4,0,0,0,0.009488005728607233,0.001421063921063921,0.002471899631547036
model:natasha,secrets-issues,False,4852,8147,32444,250,249,250,250,250,95,582397,3622,288,288,3,2,0,0,0.3732594814985768,0.1300943800943801,0.19294164429863803
model:davlan-mbert,secrets-issues,False,46,7098,37250,250,250,250,250,250,144,582397,4079,288,288,3,0,0,0,0.006438969764837626,0.0012333762333762333,0.0020702070207020695
model:davlan-xlmr+cpu-int8,secrets-issues,False,10,1046,37286,250,250,250,250,250,35,582397,657,288,288,1,0,0,0,0.00946969696969697,0.0002681252681252681,0.000521485189820609
model:davlan-xlmr,secrets-issues,False,6,5624,37290,250,250,250,250,250,132,582397,2869,288,288,1,0,0,0,0.0010657193605683837,0.00016087516087516087,0.0002795508549596981
model:gliner-multi-v21+cpu-int8,secrets-issues,False,0,0,37296,250,250,250,250,250,0,582397,0,288,288,0,0,0,0,0,0.0,0
model:gliner-nvidia+cpu-int8,secrets-issues,False,0,0,37296,250,250,250,250,250,0,582397,0,288,288,0,0,0,0,0,0.0,0
model:gliner-urchade+cpu-int8,secrets-issues,False,0,0,37296,250,250,250,250,250,0,582397,0,288,288,0,0,0,0,0,0.0,0
model:ner-ru-gherman+cpu-int8,secrets-issues,False,0,1010,37296,250,250,250,250,250,24,582397,609,288,288,0,0,0,0,0.0,0.0,0
model:ner-ru-gherman,secrets-issues,False,0,1155,37296,250,250,250,250,250,33,582397,624,288,288,0,0,0,0,0.0,0.0,0
model:spacy-alrosait,secrets-issues,False,0,7,37296,250,250,250,250,250,0,582397,0,288,288,0,0,0,0,0.0,0.0,0
composition:pplx,secrets-issues,False,32731,156912,4565,250,67,70,72,250,191,582397,57544,288,288,276,216,211,210,0.17259271367780513,0.8776008151008151,0.28845636933272817
composition:fastino,secrets-issues,False,25786,83545,11510,250,152,154,155,250,219,582397,33191,288,288,188,123,120,119,0.2358525944151247,0.6913878163878164,0.3517223976484549
composition:pplx+fastino,secrets-issues,False,35679,209069,1617,250,61,65,67,250,243,582397,82299,288,288,281,223,218,216,0.1457785150440453,0.9566441441441441,0.2530030775340018
composition:pplx+fastino+mmbert,secrets-issues,False,35733,259453,1563,250,61,64,66,250,250,582397,108424,288,288,282,223,219,217,0.12105248893917733,0.9580920205920206,0.21494697457305958
composition:pplx+fastino+bardsai,secrets-issues,False,35957,235753,1339,250,56,58,59,250,248,582397,93753,288,288,287,229,227,226,0.13233594641345553,0.9640980265980266,0.23272687261736022
composition:pplx+fastino+bardsai+mmbert,secrets-issues,False,36011,276181,1285,250,56,58,59,250,250,582397,115510,288,288,288,229,227,226,0.11534888786387863,0.965545903045903,0.20607860641853223
"composition:vote2(pplx,opf2,nvidia)",secrets-issues,False,34520,81284,2776,250,74,84,86,250,151,582397,17672,288,288,276,206,195,193,0.29808987599737485,0.9255684255684256,0.45094709340300454
model:traciora,secrets-rules,False,38340,28552,104,746,19,46,44,750,503,57576,27643,746,746,745,727,700,702,0.5731627100400646,0.9972947664134846,0.7279562542720437
model:pii-shield-onnx,secrets-rules,False,38417,50720,27,746,11,15,15,750,714,57576,46268,746,746,745,735,731,731,0.4309882540359222,0.9992976797419624,0.6022370102131195
model:opf-ru,secrets-rules,False,38233,30073,211,746,12,51,49,750,555,57576,28309,746,746,743,734,695,697,0.5597312095569935,0.9945114972427427,0.7163091334894613
model:apararti,secrets-rules,False,38366,33343,78,746,9,19,18,750,527,57576,31472,746,746,743,737,727,728,0.535023497747842,0.9979710748101134,0.6965947364120814
model:opf-kz-ru,secrets-rules,False,38158,32469,286,746,12,21,21,750,508,57576,29471,746,746,741,734,725,725,0.5402749656646891,0.9925606076370825,0.6996910269457508
model:openai-base,secrets-rules,False,37919,29196,525,746,15,21,21,750,435,57576,26308,746,746,739,731,725,725,0.5649854726961187,0.9863437727603788,0.7184418192669504
model:nym-base,secrets-rules,False,37302,24597,1142,746,125,338,338,750,463,57576,24424,746,746,738,621,408,408,0.6026268598846508,0.9702944542711477,0.7434898298834995
model:opf-ru-v2,secrets-rules,False,37942,24279,502,746,21,32,29,750,415,57576,23171,746,746,737,725,714,717,0.6097941209559473,0.9869420455727812,0.7538270501167237
model:gliner-pii-edge,secrets-rules,False,36792,35262,1652,746,85,113,113,750,667,57576,30751,746,746,733,661,633,633,0.5106170372220834,0.9570284049526584,0.665930605078825
model:gitleaks,secrets-rules,True,37336,5980,1108,746,18,20,18,750,110,57576,5977,746,746,728,728,726,728,0.8619447779111644,0.9711788575590469,0.913307240704501
model:ru-legal-ner,secrets-rules,False,33151,23862,5293,746,261,706,706,750,450,57576,20871,746,746,723,485,40,40,0.5814638766597092,0.8623192175632088,0.6945745204647118
model:betterleaks,secrets-rules,True,37280,5574,1164,746,27,29,27,750,100,57576,5571,746,746,719,719,717,719,0.8699304615671816,0.969722193320154,0.917119732342739
model:pplx,secrets-rules,False,36465,21918,1979,746,49,112,111,750,385,57576,21139,746,746,717,697,634,635,0.6245824983299934,0.94852252627198,0.753199004409927
model:gliner2-fastino,secrets-rules,False,34372,27695,4072,746,94,110,110,750,573,57576,26148,746,746,712,652,636,636,0.5537886477516233,0.8940797003433566,0.6839450408413009
model:gliner-stream-pii,secrets-rules,False,32421,19458,6023,746,162,166,166,750,557,57576,18826,746,746,709,584,580,580,0.6249349447753426,0.843330558734783,0.7178902383667505
model:gliner25-fastino,secrets-rules,False,32654,23435,5790,746,75,83,83,750,594,57576,23134,746,746,703,671,663,663,0.5821818894970493,0.8493913224430341,0.6908486983381464
model:mmbert32k,secrets-rules,False,32097,32011,6347,746,325,739,739,750,580,57576,27698,746,746,700,421,7,7,0.5006707431209834,0.8349027156383311,0.6259653639129418
model:bardsai-eu,secrets-rules,False,35573,22057,2871,746,133,256,256,750,358,57576,21474,746,746,673,613,490,490,0.617265313204928,0.9253199458953283,0.7405333388846097
model:openmed-multilingual,secrets-rules,False,33480,28219,4964,746,193,538,538,750,568,57576,27212,746,746,656,553,208,208,0.5426344025024716,0.8708771199667048,0.6686438393097869
model:kalyan-ettin,secrets-rules,False,30543,24415,7901,746,317,650,646,750,447,57576,22619,746,746,637,429,96,100,0.5557516649077477,0.7944802830090522,0.6540116913984712
model:openmed-nemotron,secrets-rules,False,33093,29476,5351,746,268,661,658,750,504,57576,27851,746,746,636,478,85,88,0.5289040898847672,0.8608105296014983,0.6552225951115203
model:credsweeper-noml,secrets-rules,False,30499,9939,7945,746,133,135,135,750,224,57576,9937,746,746,620,613,611,611,0.7542163311736485,0.7933357611070648,0.773281610506833
model:credsweeper,secrets-rules,False,28502,7173,9942,746,176,178,178,750,141,57576,7171,746,746,576,570,568,568,0.7989348283111423,0.7413900738736864,0.7690875484018943
model:rules-ru,secrets-rules,False,27252,19345,11192,746,190,191,191,750,450,57576,18500,746,746,564,556,555,555,0.5848445178874176,0.7088752471126833,0.640914382474336
model:gravitee-small,secrets-rules,False,27232,14836,11212,746,312,442,442,750,308,57576,14602,746,746,544,434,304,304,0.6473328896073025,0.7083550098845073,0.6764705882352942
model:nuner-zero,secrets-rules,False,26067,28741,12377,746,256,287,287,750,587,57576,21602,746,746,541,490,459,459,0.47560575098525765,0.6780511913432525,0.5590657573027925
model:gliner-nvidia,secrets-rules,False,25921,20974,12523,746,257,257,257,750,441,57576,18775,746,746,497,489,489,489,0.5527454952553578,0.6742534595775673,0.6074830968256014
model:gliner-urchade,secrets-rules,False,18714,22223,19730,746,398,399,399,750,467,57576,15850,746,746,377,348,347,347,0.45714146126975597,0.48678597440432836,0.471498217457578
model:fef2-secret-ru,secrets-rules,False,15300,16504,23144,746,425,484,484,750,394,57576,16169,746,746,376,321,262,262,0.4810715633253679,0.39798147955467694,0.4355995900239153
model:kingfisher,secrets-rules,True,18775,1563,19669,746,398,405,398,750,19,57576,1563,746,746,348,348,341,348,0.9231487855246336,0.48837269795026533,0.638800993501412
model:detect-secrets,secrets-rules,False,18625,25386,19819,746,405,405,405,750,237,57576,17723,746,746,341,341,341,341,0.42318965713117174,0.48447091873894493,0.4517615669152871
model:gliner2-vladlinv,secrets-rules,False,10833,5976,27611,746,440,445,445,750,215,57576,5931,746,746,330,306,301,301,0.6444761734784936,0.28178649464155653,0.39212350460608475
model:titus,secrets-rules,True,17265,10378,21179,746,424,426,426,750,145,57576,8136,746,746,325,322,320,320,0.6245704156567666,0.4490947872229737,0.5224930773071861
model:deepsecrets,secrets-rules,False,15057,4526,23387,746,441,441,441,750,98,57576,4139,746,746,314,305,305,305,0.7688811724454885,0.3916605972323379,0.5189653092525893
model:ner-ru-yqelz,secrets-rules,False,8479,21671,29965,746,606,733,733,750,511,57576,15694,746,746,209,140,13,13,0.28122719734660034,0.22055457288523567,0.24722278916523313
model:trufflehog,secrets-rules,False,9037,2700,29407,746,570,575,575,750,47,57576,2640,746,746,188,176,171,171,0.7699582516827128,0.23506919155134742,0.36017616229250116
model:gliner-pii-base,secrets-rules,False,6082,11772,32362,746,591,596,596,750,374,57576,10960,746,746,165,155,150,150,0.3406519547440349,0.15820414108833628,0.21606451383708122
model:stanza-ru,secrets-rules,False,6736,33133,31708,746,672,693,691,750,685,57576,25529,746,746,149,74,53,55,0.16895332212997566,0.17521589844969307,0.1720276327046595
model:gliner2-hivetrace-omni,secrets-rules,False,6756,8278,31688,746,612,612,612,750,208,57576,8278,746,746,134,134,134,134,0.4493814021551151,0.1757361356778691,0.2526646471446202
model:noseyparker,secrets-rules,False,6333,6845,32111,746,625,625,625,750,117,57576,6318,746,746,121,121,121,121,0.48057368341174683,0.16473311830194567,0.24536050521095656
model:gliner2-hivetrace-uni,secrets-rules,False,3286,2500,35158,746,643,643,643,750,126,57576,2474,746,746,111,103,103,103,0.567922571724853,0.08547497658932474,0.14858693194664255
model:ru-pii-ner,secrets-rules,False,3222,8304,35222,746,672,703,703,750,272,57576,6885,746,746,107,74,43,43,0.2795419052576783,0.08381021745916138,0.1289573744246548
model:spacy-ru-lg,secrets-rules,False,3905,8009,34539,746,696,696,696,750,158,57576,7190,746,746,54,50,50,50,0.32776565385261036,0.10157631880137342,0.15508955875928354
model:gliner2-large,secrets-rules,False,1465,19676,36979,746,714,714,714,750,452,57576,11915,746,746,40,32,32,32,0.06929662740646138,0.03810737696389554,0.049173449693714864
model:gliner-multi-v21,secrets-rules,False,887,13579,37557,746,735,736,736,750,312,57576,5966,746,746,24,11,10,10,0.06131618968616065,0.023072521069607742,0.03352863352863352
model:davlan-mbert,secrets-rules,False,42,566,38402,746,745,746,746,750,33,57576,458,746,746,1,1,0,0,0.06907894736842106,0.0010924981791697013,0.002150978182935573
model:ner-ru-gherman,secrets-rules,False,20,100,38424,746,745,746,746,750,5,57576,77,746,746,1,1,0,0,0.16666666666666666,0.0005202372281760483,0.001037236801161705
model:davlan-xlmr,secrets-rules,False,0,69,38444,746,746,746,746,750,6,57576,49,746,746,0,0,0,0,0.0,0.0,0
model:natasha,secrets-rules,False,0,1161,38444,746,746,746,746,750,43,57576,1077,746,746,0,0,0,0,0.0,0.0,0
model:spacy-alrosait,secrets-rules,False,0,0,38444,746,746,746,746,750,0,57576,0,746,746,0,0,0,0,0,0.0,0
composition:pplx,secrets-rules,False,36465,21918,1979,746,49,112,111,750,385,57576,21139,746,746,717,697,634,635,0.6245824983299934,0.94852252627198,0.753199004409927
composition:fastino,secrets-rules,False,34372,27695,4072,746,94,110,110,750,573,57576,26148,746,746,712,652,636,636,0.5537886477516233,0.8940797003433566,0.6839450408413009
composition:pplx+fastino,secrets-rules,False,37658,35102,786,746,16,20,19,750,638,57576,32915,746,746,741,730,726,727,0.5175645959318307,0.9795546769326813,0.6772777957627424
composition:pplx+fastino+mmbert,secrets-rules,False,38433,46481,11,746,10,18,17,750,713,57576,40757,746,746,746,736,728,729,0.45261087688720353,0.9997138695245031,0.6231132151947989
composition:pplx+fastino+bardsai,secrets-rules,False,38379,38527,65,746,9,9,9,750,661,57576,36003,746,746,744,737,737,737,0.49903778638857826,0.9983092290084279,0.6654356306892067
composition:pplx+fastino+bardsai+mmbert,secrets-rules,False,38437,47336,7,746,6,8,8,750,716,57576,41382,746,746,746,740,738,738,0.44812470124631293,0.9998179169701383,0.6188685928657108
"composition:vote2(pplx,opf2,nvidia)",secrets-rules,False,36806,22442,1638,746,37,63,63,750,389,57576,21782,746,746,724,709,683,683,0.621219281663516,0.9573925710123816,0.7535110346804242
model:pplx,synth-env-configs,False,19520,54231,72,200,7,8,8,200,193,86861,25405,392,392,392,385,384,384,0.26467437729657906,0.9963250306247448,0.41824239632323795
model:opf-kz-ru,synth-env-configs,False,18423,41537,1169,200,59,66,66,200,184,86861,19843,392,392,391,326,318,318,0.30725483655770514,0.9403327888934259,0.4631687449718423
model:traciora,synth-env-configs,False,17498,37985,2094,200,114,126,126,200,181,86861,18482,392,392,390,263,231,231,0.315375880900456,0.8931196406696611,0.4661471861471862
model:opf-ru,synth-env-configs,False,13992,41136,5600,200,114,124,124,200,196,86861,20060,392,392,390,264,245,245,0.25380931649978233,0.7141690485912617,0.3745182012847966
model:apararti,synth-env-configs,False,17625,37528,1967,200,78,84,84,200,182,86861,18490,392,392,389,307,296,296,0.31956557213569525,0.8996018783176807,0.471603451735902
model:openmed-multilingual,synth-env-configs,False,14561,40403,5031,200,120,140,140,200,197,86861,19804,392,392,388,252,203,203,0.2649188559784586,0.7432115149040425,0.39060571919094367
model:opf-ru-v2,synth-env-configs,False,16318,38195,3274,200,114,121,121,200,186,86861,18049,392,392,384,261,249,249,0.2993414414910205,0.8328909759085341,0.44040213210984414
model:nym-base,synth-env-configs,False,11529,42284,8063,200,135,164,164,200,183,86861,21531,392,392,380,221,146,146,0.21424191180569752,0.5884544712127399,0.3141202915332743
model:rules-ru,synth-env-configs,False,19222,20307,370,200,15,15,15,200,192,86861,10104,392,392,376,375,375,375,0.4862758987072782,0.9811147407104941,0.6502596370156121
model:openai-base,synth-env-configs,False,17113,25589,2479,200,84,89,89,200,123,86861,12337,392,392,373,303,294,294,0.4007540630415437,0.8734687627603104,0.5494269110989823
model:kalyan-ettin,synth-env-configs,False,13048,27317,6544,200,147,187,187,200,169,86861,13790,392,392,362,183,79,79,0.323250340641645,0.6659861167823602,0.43524525910235673
model:openmed-nemotron,synth-env-configs,False,13324,42441,6268,200,136,173,173,200,197,86861,19764,392,392,358,212,128,128,0.23893122926566843,0.680073499387505,0.353623419191316
