system,dataset,train,category,gold,original_gold,characters,hit,hidden,raw_hidden,original_hidden,covered_characters
"composition:vote2(pplx,opf2,nvidia)",redact-multi,False,addresses,2107,2130,42067,1554,1091,1070,1085,31329
"composition:vote2(pplx,opf2,nvidia)",redact-multi,False,accounts,2669,2676,40102,1998,1600,1514,1532,27317
"composition:vote2(pplx,opf2,nvidia)",redact-multi,False,financial,138,141,2081,81,37,34,37,754
"composition:vote2(pplx,opf2,nvidia)",redact-multi,False,dates,628,628,6990,594,571,567,569,6419
"composition:vote2(pplx,opf2,nvidia)",redact-multi,False,identity,829,834,9796,768,706,652,662,8712
"composition:vote2(pplx,opf2,nvidia)",redact-multi,False,contacts,2524,2529,56527,2506,2437,2409,2434,55313
"composition:vote2(pplx,opf2,nvidia)",redact-multi,False,names,10870,10914,109143,10385,9637,9344,9622,101463
"composition:vote2(pplx,opf2,nvidia)",redact-multi,False,organizations,1017,1022,21375,230,107,96,96,3620
"composition:vote2(pplx,opf2,nvidia)",redact-multi,False,secrets,32,32,1195,30,26,26,26,985
"composition:vote2(pplx,opf2,nvidia)",redact-multi,False,network,111,111,1560,109,104,101,103,1466
model:bardsai-eu,redact-ru,False,other,889,900,21163,441,349,307,308,6525
model:bardsai-eu,redact-ru,False,addresses,835,836,21853,820,563,520,528,19906
model:bardsai-eu,redact-ru,False,accounts,1160,1166,17186,1077,823,673,675,15002
model:bardsai-eu,redact-ru,False,financial,65,66,823,30,24,20,20,327
model:bardsai-eu,redact-ru,False,dates,324,324,3585,317,309,309,309,3480
model:bardsai-eu,redact-ru,False,identity,473,474,5971,435,386,354,355,5118
model:bardsai-eu,redact-ru,False,contacts,1199,1200,25218,1183,673,546,546,22080
model:bardsai-eu,redact-ru,False,names,3854,3887,46154,3803,3781,3591,3685,45337
model:bardsai-eu,redact-ru,False,organizations,366,366,7533,336,226,213,213,6628
model:bardsai-eu,redact-ru,False,secrets,11,11,434,10,6,5,5,296
model:bardsai-eu,redact-ru,False,network,54,54,769,52,44,34,34,696
model:pplx+ov100,redact-ru,False,other,889,900,21163,522,444,438,445,8360
model:pplx+ov100,redact-ru,False,addresses,835,836,21853,723,678,674,676,19870
model:pplx+ov100,redact-ru,False,accounts,1160,1166,17186,1136,1097,1095,1098,16498
model:pplx+ov100,redact-ru,False,financial,65,66,823,60,33,32,33,450
model:pplx+ov100,redact-ru,False,dates,324,324,3585,324,309,309,309,3519
model:pplx+ov100,redact-ru,False,identity,473,474,5971,470,435,435,436,5558
model:pplx+ov100,redact-ru,False,contacts,1199,1200,25218,1196,1167,1166,1167,24713
model:pplx+ov100,redact-ru,False,names,3854,3887,46154,3850,3799,3751,3832,46062
model:pplx+ov100,redact-ru,False,organizations,366,366,7533,38,34,34,34,586
model:pplx+ov100,redact-ru,False,secrets,11,11,434,11,8,8,8,338
model:pplx+ov100,redact-ru,False,network,54,54,769,54,49,49,49,764
model:pplx,redact-ru,False,other,889,900,21163,505,431,427,432,8182
model:pplx,redact-ru,False,addresses,835,836,21853,711,672,668,669,19745
model:pplx,redact-ru,False,accounts,1160,1166,17186,1135,1105,1104,1107,16542
model:pplx,redact-ru,False,financial,65,66,823,62,33,32,33,448
model:pplx,redact-ru,False,dates,324,324,3585,324,314,313,313,3540
model:pplx,redact-ru,False,identity,473,474,5971,472,436,436,437,5564
model:pplx,redact-ru,False,contacts,1199,1200,25218,1192,1163,1162,1163,24615
model:pplx,redact-ru,False,names,3854,3887,46154,3849,3799,3751,3832,46013
model:pplx,redact-ru,False,organizations,366,366,7533,35,30,30,30,529
model:pplx,redact-ru,False,secrets,11,11,434,11,8,8,8,338
model:pplx,redact-ru,False,network,54,54,769,53,50,50,50,742
model:pplx+sent300,redact-ru,False,other,889,900,21163,403,334,331,335,5614
model:pplx+sent300,redact-ru,False,addresses,835,836,21853,765,635,613,614,19925
model:pplx+sent300,redact-ru,False,accounts,1160,1166,17186,1128,1057,1053,1056,16369
model:pplx+sent300,redact-ru,False,financial,65,66,823,57,30,29,30,441
model:pplx+sent300,redact-ru,False,dates,324,324,3585,324,295,295,295,3467
model:pplx+sent300,redact-ru,False,identity,473,474,5971,470,424,424,425,5484
model:pplx+sent300,redact-ru,False,contacts,1199,1200,25218,1193,1139,1138,1139,24468
model:pplx+sent300,redact-ru,False,names,3854,3887,46154,3848,3777,3714,3804,45966
model:pplx+sent300,redact-ru,False,organizations,366,366,7533,56,34,33,33,828
model:pplx+sent300,redact-ru,False,secrets,11,11,434,11,8,8,8,338
model:pplx+sent300,redact-ru,False,network,54,54,769,54,49,49,49,764
model:gliner-nvidia+sent300,redact-ru,False,other,889,900,21163,600,447,447,450,8380
model:gliner-nvidia+sent300,redact-ru,False,addresses,835,836,21853,795,433,431,432,16654
model:gliner-nvidia+sent300,redact-ru,False,accounts,1160,1166,17186,788,720,720,723,11140
model:gliner-nvidia+sent300,redact-ru,False,financial,65,66,823,35,15,15,15,254
model:gliner-nvidia+sent300,redact-ru,False,dates,324,324,3585,321,293,293,293,3325
model:gliner-nvidia+sent300,redact-ru,False,identity,473,474,5971,386,361,361,362,4515
model:gliner-nvidia+sent300,redact-ru,False,contacts,1199,1200,25218,1187,1043,1042,1043,22754
model:gliner-nvidia+sent300,redact-ru,False,names,3854,3887,46154,3781,2437,2437,2474,38716
model:gliner-nvidia+sent300,redact-ru,False,organizations,366,366,7533,329,275,274,274,6206
model:gliner-nvidia+sent300,redact-ru,False,secrets,11,11,434,11,7,7,7,309
model:gliner-nvidia+sent300,redact-ru,False,network,54,54,769,51,51,51,51,702
model:gliner-nvidia,redact-ru,False,other,889,900,21163,556,409,409,411,6855
model:gliner-nvidia,redact-ru,False,addresses,835,836,21853,764,417,417,418,16169
model:gliner-nvidia,redact-ru,False,accounts,1160,1166,17186,718,659,659,662,10016
model:gliner-nvidia,redact-ru,False,financial,65,66,823,33,12,12,12,234
model:gliner-nvidia,redact-ru,False,dates,324,324,3585,323,290,290,290,3418
model:gliner-nvidia,redact-ru,False,identity,473,474,5971,352,327,327,328,4089
model:gliner-nvidia,redact-ru,False,contacts,1199,1200,25218,1184,1031,1031,1032,22540
model:gliner-nvidia,redact-ru,False,names,3854,3887,46154,3738,2408,2406,2442,37636
model:gliner-nvidia,redact-ru,False,organizations,366,366,7533,307,251,250,250,5619
model:gliner-nvidia,redact-ru,False,secrets,11,11,434,11,8,8,8,314
model:gliner-nvidia,redact-ru,False,network,54,54,769,53,52,52,52,747
model:gliner-urchade,redact-ru,False,other,889,900,21163,651,480,480,486,10617
model:gliner-urchade,redact-ru,False,addresses,835,836,21853,778,475,475,476,13766
model:gliner-urchade,redact-ru,False,accounts,1160,1166,17186,627,613,613,615,8922
model:gliner-urchade,redact-ru,False,financial,65,66,823,33,28,28,28,275
model:gliner-urchade,redact-ru,False,dates,324,324,3585,311,301,301,301,3408
model:gliner-urchade,redact-ru,False,identity,473,474,5971,319,299,299,300,3757
model:gliner-urchade,redact-ru,False,contacts,1199,1200,25218,1179,1142,1141,1142,24185
model:gliner-urchade,redact-ru,False,names,3854,3887,46154,3729,3713,3713,3745,44734
model:gliner-urchade,redact-ru,False,organizations,366,366,7533,344,327,327,327,7138
model:gliner-urchade,redact-ru,False,secrets,11,11,434,11,7,7,7,273
model:gliner-urchade,redact-ru,False,network,54,54,769,50,50,50,50,681
model:gliner-nvidia+ov100,redact-ru,False,other,889,900,21163,555,406,404,407,6972
model:gliner-nvidia+ov100,redact-ru,False,addresses,835,836,21853,762,415,414,415,16227
model:gliner-nvidia+ov100,redact-ru,False,accounts,1160,1166,17186,699,632,631,634,9637
model:gliner-nvidia+ov100,redact-ru,False,financial,65,66,823,28,13,13,13,214
model:gliner-nvidia+ov100,redact-ru,False,dates,324,324,3585,321,290,290,290,3407
model:gliner-nvidia+ov100,redact-ru,False,identity,473,474,5971,361,335,334,335,4178
model:gliner-nvidia+ov100,redact-ru,False,contacts,1199,1200,25218,1185,1049,1049,1050,22846
model:gliner-nvidia+ov100,redact-ru,False,names,3854,3887,46154,3738,2407,2406,2442,37685
model:gliner-nvidia+ov100,redact-ru,False,organizations,366,366,7533,312,253,252,252,5622
model:gliner-nvidia+ov100,redact-ru,False,secrets,11,11,434,11,8,8,8,314
model:gliner-nvidia+ov100,redact-ru,False,network,54,54,769,50,50,50,50,678
model:nym-base+sent300,redact-ru,False,other,889,900,21163,408,282,248,249,4532
model:nym-base+sent300,redact-ru,False,addresses,835,836,21853,804,418,404,410,17786
model:nym-base+sent300,redact-ru,False,accounts,1160,1166,17186,521,386,292,295,7019
model:nym-base+sent300,redact-ru,False,financial,65,66,823,43,15,14,14,285
model:nym-base+sent300,redact-ru,False,dates,324,324,3585,323,289,288,288,3415
model:nym-base+sent300,redact-ru,False,identity,473,474,5971,463,402,393,394,5315
model:nym-base+sent300,redact-ru,False,contacts,1199,1200,25218,1165,1004,990,991,22594
model:nym-base+sent300,redact-ru,False,names,3854,3887,46154,3796,2524,3555,3736,44228
model:nym-base+sent300,redact-ru,False,organizations,366,366,7533,320,293,285,285,6305
model:nym-base+sent300,redact-ru,False,secrets,11,11,434,11,8,7,7,320
model:nym-base+sent300,redact-ru,False,network,54,54,769,52,43,37,37,704
model:gliner2-fastino,redact-ru,False,other,889,900,21163,607,478,478,483,8707
model:gliner2-fastino,redact-ru,False,addresses,835,836,21853,800,438,434,435,8612
model:gliner2-fastino,redact-ru,False,accounts,1160,1166,17186,613,587,587,589,8833
model:gliner2-fastino,redact-ru,False,financial,65,66,823,45,40,40,41,403
model:gliner2-fastino,redact-ru,False,dates,324,324,3585,324,323,323,323,3571
model:gliner2-fastino,redact-ru,False,identity,473,474,5971,400,375,374,375,4823
model:gliner2-fastino,redact-ru,False,contacts,1199,1200,25218,1173,1138,1138,1139,24148
model:gliner2-fastino,redact-ru,False,names,3854,3887,46154,3542,3457,3457,3489,41082
model:gliner2-fastino,redact-ru,False,organizations,366,366,7533,342,193,193,193,5621
model:gliner2-fastino,redact-ru,False,secrets,11,11,434,11,8,8,8,305
model:gliner2-fastino,redact-ru,False,network,54,54,769,48,46,46,46,624
model:gliner2-hivetrace-omni,redact-ru,False,other,889,900,21163,532,441,441,444,8221
model:gliner2-hivetrace-omni,redact-ru,False,addresses,835,836,21853,755,382,382,382,8548
model:gliner2-hivetrace-omni,redact-ru,False,accounts,1160,1166,17186,703,679,679,681,9483
model:gliner2-hivetrace-omni,redact-ru,False,financial,65,66,823,48,44,44,45,446
model:gliner2-hivetrace-omni,redact-ru,False,dates,324,324,3585,316,309,309,309,3466
model:gliner2-hivetrace-omni,redact-ru,False,identity,473,474,5971,315,297,297,298,3656
model:gliner2-hivetrace-omni,redact-ru,False,contacts,1199,1200,25218,1170,1138,1138,1139,24102
model:gliner2-hivetrace-omni,redact-ru,False,names,3854,3887,46154,3579,3539,3539,3569,41836
model:gliner2-hivetrace-omni,redact-ru,False,organizations,366,366,7533,323,297,297,297,5883
model:gliner2-hivetrace-omni,redact-ru,False,secrets,11,11,434,11,8,8,8,314
model:gliner2-hivetrace-omni,redact-ru,False,network,54,54,769,46,46,46,46,584
model:nym-base+ov100,redact-ru,False,other,889,900,21163,407,289,246,248,4572
model:nym-base+ov100,redact-ru,False,addresses,835,836,21853,788,416,396,399,17786
model:nym-base+ov100,redact-ru,False,accounts,1160,1166,17186,501,366,285,286,6745
model:nym-base+ov100,redact-ru,False,financial,65,66,823,35,15,14,14,248
model:nym-base+ov100,redact-ru,False,dates,324,324,3585,323,286,282,282,3389
model:nym-base+ov100,redact-ru,False,identity,473,474,5971,463,403,395,396,5292
model:nym-base+ov100,redact-ru,False,contacts,1199,1200,25218,1156,987,962,963,22253
model:nym-base+ov100,redact-ru,False,names,3854,3887,46154,3774,2554,3547,3710,44076
model:nym-base+ov100,redact-ru,False,organizations,366,366,7533,297,272,262,262,5861
model:nym-base+ov100,redact-ru,False,secrets,11,11,434,11,7,7,7,310
model:nym-base+ov100,redact-ru,False,network,54,54,769,35,21,10,10,449
model:nym-base,redact-ru,False,other,889,900,21163,399,280,247,249,4505
model:nym-base,redact-ru,False,addresses,835,836,21853,783,405,388,391,17742
model:nym-base,redact-ru,False,accounts,1160,1166,17186,496,375,287,290,6711
model:nym-base,redact-ru,False,financial,65,66,823,40,15,12,12,272
model:nym-base,redact-ru,False,dates,324,324,3585,323,287,279,279,3374
model:nym-base,redact-ru,False,identity,473,474,5971,463,401,390,391,5288
model:nym-base,redact-ru,False,contacts,1199,1200,25218,1155,993,968,969,22226
model:nym-base,redact-ru,False,names,3854,3887,46154,3775,2534,3527,3704,44058
model:nym-base,redact-ru,False,organizations,366,366,7533,298,275,267,267,5928
model:nym-base,redact-ru,False,secrets,11,11,434,11,7,7,7,310
model:nym-base,redact-ru,False,network,54,54,769,33,21,15,15,441
model:apararti,redact-ru,False,other,889,900,21163,280,208,166,168,4525
model:apararti,redact-ru,False,addresses,835,836,21853,653,615,603,603,19080
model:apararti,redact-ru,False,accounts,1160,1166,17186,1077,963,873,876,15571
model:apararti,redact-ru,False,financial,65,66,823,54,40,38,39,625
model:apararti,redact-ru,False,dates,324,324,3585,321,304,304,304,3428
model:apararti,redact-ru,False,identity,473,474,5971,463,393,389,390,5407
model:apararti,redact-ru,False,contacts,1199,1200,25218,1182,1146,1143,1144,24365
model:apararti,redact-ru,False,names,3854,3887,46154,3475,3382,3182,3241,42439
model:apararti,redact-ru,False,organizations,366,366,7533,107,55,47,47,1761
model:apararti,redact-ru,False,secrets,11,11,434,11,8,8,8,338
model:apararti,redact-ru,False,network,54,54,769,52,43,38,38,704
model:nuner-zero,redact-ru,False,other,889,900,21163,603,446,212,217,9019
model:nuner-zero,redact-ru,False,addresses,835,836,21853,779,536,371,371,19250
model:nuner-zero,redact-ru,False,accounts,1160,1166,17186,740,663,657,662,10348
model:nuner-zero,redact-ru,False,financial,65,66,823,16,8,7,7,151
model:nuner-zero,redact-ru,False,dates,324,324,3585,313,291,262,262,3388
model:nuner-zero,redact-ru,False,identity,473,474,5971,341,309,162,163,4085
model:nuner-zero,redact-ru,False,contacts,1199,1200,25218,1188,1141,678,679,24359
model:nuner-zero,redact-ru,False,names,3854,3887,46154,3211,3124,2044,2073,37176
model:nuner-zero,redact-ru,False,organizations,366,366,7533,331,242,59,59,6191
model:nuner-zero,redact-ru,False,secrets,11,11,434,10,6,6,6,290
model:nuner-zero,redact-ru,False,network,54,54,769,52,51,51,51,726
model:openai-base,redact-ru,False,other,889,900,21163,177,133,119,121,3231
model:openai-base,redact-ru,False,addresses,835,836,21853,638,611,601,601,18825
model:openai-base,redact-ru,False,accounts,1160,1166,17186,943,845,793,797,13832
model:openai-base,redact-ru,False,financial,65,66,823,41,34,32,33,512
model:openai-base,redact-ru,False,dates,324,324,3585,323,306,305,305,3461
model:openai-base,redact-ru,False,identity,473,474,5971,430,394,391,392,5167
model:openai-base,redact-ru,False,contacts,1199,1200,25218,1168,1138,1135,1136,24084
model:openai-base,redact-ru,False,names,3854,3887,46154,3587,3546,3473,3532,43508
model:openai-base,redact-ru,False,organizations,366,366,7533,87,53,51,51,1362
model:openai-base,redact-ru,False,secrets,11,11,434,11,8,8,8,346
model:openai-base,redact-ru,False,network,54,54,769,40,34,31,31,553
model:opf-ru,redact-ru,False,other,889,900,21163,190,94,37,37,3281
model:opf-ru,redact-ru,False,addresses,835,836,21853,576,191,164,165,11756
model:opf-ru,redact-ru,False,accounts,1160,1166,17186,858,343,192,192,10197
model:opf-ru,redact-ru,False,financial,65,66,823,36,10,7,7,207
model:opf-ru,redact-ru,False,dates,324,324,3585,309,272,271,271,3013
model:opf-ru,redact-ru,False,identity,473,474,5971,438,322,282,283,4789
model:opf-ru,redact-ru,False,contacts,1199,1200,25218,1166,1095,1086,1087,23639
model:opf-ru,redact-ru,False,names,3854,3887,46154,3693,3457,3034,3161,43451
model:opf-ru,redact-ru,False,organizations,366,366,7533,117,30,26,26,1398
model:opf-ru,redact-ru,False,secrets,11,11,434,11,8,8,8,338
model:opf-ru,redact-ru,False,network,54,54,769,31,5,0,0,246
model:ru-legal-ner+sent300,redact-ru,False,other,889,900,21163,284,140,69,69,4934
model:ru-legal-ner+sent300,redact-ru,False,addresses,835,836,21853,587,421,393,396,17123
model:ru-legal-ner+sent300,redact-ru,False,accounts,1160,1166,17186,781,291,138,141,9138
model:ru-legal-ner+sent300,redact-ru,False,financial,65,66,823,52,13,9,10,347
model:ru-legal-ner+sent300,redact-ru,False,dates,324,324,3585,320,301,301,301,3446
model:ru-legal-ner+sent300,redact-ru,False,identity,473,474,5971,437,355,309,310,5178
model:ru-legal-ner+sent300,redact-ru,False,contacts,1199,1200,25218,1181,654,643,643,21867
model:ru-legal-ner+sent300,redact-ru,False,names,3854,3887,46154,3409,3242,3079,3155,41337
model:ru-legal-ner+sent300,redact-ru,False,organizations,366,366,7533,282,233,222,222,4835
model:ru-legal-ner+sent300,redact-ru,False,secrets,11,11,434,11,5,3,3,259
model:ru-legal-ner+sent300,redact-ru,False,network,54,54,769,28,9,0,0,257
model:opf-kz-ru,redact-ru,False,other,889,900,21163,216,151,109,109,3447
model:opf-kz-ru,redact-ru,False,addresses,835,836,21853,597,373,356,356,17023
model:opf-kz-ru,redact-ru,False,accounts,1160,1166,17186,1065,969,876,882,15510
model:opf-kz-ru,redact-ru,False,financial,65,66,823,57,43,41,42,657
model:opf-kz-ru,redact-ru,False,dates,324,324,3585,319,308,300,300,3382
model:opf-kz-ru,redact-ru,False,identity,473,474,5971,463,419,422,423,5602
model:opf-kz-ru,redact-ru,False,contacts,1199,1200,25218,1177,1142,1134,1135,24241
model:opf-kz-ru,redact-ru,False,names,3854,3887,46154,3299,3185,3008,3079,40521
model:opf-kz-ru,redact-ru,False,organizations,366,366,7533,63,38,32,32,940
model:opf-kz-ru,redact-ru,False,secrets,11,11,434,11,8,8,8,366
model:opf-kz-ru,redact-ru,False,network,54,54,769,49,32,24,24,602
model:gliner2-hivetrace-uni,redact-ru,False,other,889,900,21163,130,73,73,73,1752
model:gliner2-hivetrace-uni,redact-ru,False,addresses,835,836,21853,768,406,406,406,8931
model:gliner2-hivetrace-uni,redact-ru,False,accounts,1160,1166,17186,740,707,707,707,9952
